idx,name,ident,format,vendor,is_instrument,primary_category,categories,primary_category_v6,categories_v6
132,VST: bx_console SSL 4000 E (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_console SSL 4000 E.dll,VST,Plugin Alliance,False,EQ/Filter,EQ/Filter,MultiFX/ChannelStrip,EQ/Filter; MultiFX/ChannelStrip; Saturation/Distortion
133,VST: bx_console SSL 4000 G (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_console SSL 4000 G.dll,VST,Plugin Alliance,False,EQ/Filter,EQ/Filter,MultiFX/ChannelStrip,EQ/Filter; MultiFX/ChannelStrip; Saturation/Distortion
134,VST: bx_console SSL 9000 J (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_console SSL 9000 J.dll,VST,Plugin Alliance,False,EQ/Filter,EQ/Filter,MultiFX/ChannelStrip,EQ/Filter; MultiFX/ChannelStrip; Saturation/Distortion
135,VST: bx_control V2 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_control V2.dll,VST,Plugin Alliance,False,MultiFX/ChannelStrip,MultiFX/ChannelStrip; EQ/Filter; Spatial/Imaging,MultiFX/ChannelStrip,MultiFX/ChannelStrip; EQ/Filter; Spatial/Imaging
136,VST: bx_crispyscale (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_crispyscale.dll,VST,Plugin Alliance,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
137,VST: bx_crispytuner (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_crispytuner.dll,VST,Plugin Alliance,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
138,VST: bx_delay2500 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_delay2500.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,Delay,Delay
139,VST: bx_digital V3 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_digital V3.dll,VST,Plugin Alliance,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
140,VST: bx_digital V3 mix (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_digital V3 mix.dll,VST,Plugin Alliance,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
141,VST3: bx_distorange (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_distorange.vst3,VST3,Plugin Alliance,False,Saturation/Distortion,Saturation/Distortion; Amp/Cab/Guitar,Saturation/Distortion,Saturation/Distortion; Amp/Cab/Guitar
142,VST: bx_dynEQ V2 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_dynEQ V2.dll,VST,Plugin Alliance,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter
143,VST: bx_dynEQ V2 Mono (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_dynEQ V2 Mono.dll,VST,Plugin Alliance,False,EQ/Filter,EQ/Filter,EQ/Filter,EQ/Filter; Spatial/Imaging
144,VST: bx_enhancer (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_enhancer.dll,VST,Plugin Alliance,False,MultiFX/ChannelStrip,MultiFX/ChannelStrip; EQ/Filter; Spatial/Imaging,MultiFX/ChannelStrip,MultiFX/ChannelStrip; EQ/Filter; Spatial/Imaging
145,VST: bx_glue (Plugin Alliance) (16->8ch),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_glue.dll,VST,Plugin Alliance,False,Dynamics,Dynamics,Dynamics,Dynamics
146,VST3: bx_greenscreamer (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_greenscreamer.vst3,VST3,Plugin Alliance,False,Saturation/Distortion,Saturation/Distortion; Amp/Cab/Guitar,Saturation/Distortion,Saturation/Distortion; Amp/Cab/Guitar
147,VST: bx_hybrid V2 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_hybrid V2.dll,VST,Plugin Alliance,False,MultiFX/ChannelStrip,MultiFX/ChannelStrip; EQ/Filter; Spatial/Imaging,MultiFX/ChannelStrip,MultiFX/ChannelStrip; EQ/Filter; Spatial/Imaging
148,VST: bx_hybrid V2 mix (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_hybrid V2 mix.dll,VST,Plugin Alliance,False,MultiFX/ChannelStrip,MultiFX/ChannelStrip; EQ/Filter; Spatial/Imaging,MultiFX/ChannelStrip,MultiFX/ChannelStrip; EQ/Filter; Spatial/Imaging
149,VST: bx_limiter (Plugin Alliance) (8ch),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_limiter.dll,VST,Plugin Alliance,False,Dynamics,Dynamics,Limiter/Clipper,Dynamics; Limiter/Clipper
150,VST: bx_limiter True Peak (Plugin Alliance) (8ch),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_limiter True Peak.dll,VST,Plugin Alliance,False,Dynamics,Dynamics,Limiter/Clipper,Dynamics; Limiter/Clipper
151,VST: bx_masterdesk (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_masterdesk.dll,VST,Plugin Alliance,False,Dynamics,Dynamics,MultiFX/ChannelStrip,Dynamics; MultiFX/ChannelStrip; Saturation/Distortion
152,VST3: bx_masterdesk Classic (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_masterdesk Classic.vst3,VST3,Plugin Alliance,False,Dynamics,Dynamics,MultiFX/ChannelStrip,Dynamics; MultiFX/ChannelStrip; Saturation/Distortion
153,VST: bx_masterdesk Pro (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_masterdesk Pro.dll,VST,Plugin Alliance,False,Dynamics,Dynamics,MultiFX/ChannelStrip,Dynamics; MultiFX/ChannelStrip; Saturation/Distortion
154,VST: bx_masterdesk True Peak (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_masterdesk True Peak.dll,VST,Plugin Alliance,False,Dynamics,Dynamics,MultiFX/ChannelStrip,Dynamics; MultiFX/ChannelStrip; Saturation/Distortion
155,VST: bx_megadual (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_megadual.dll,VST,Plugin Alliance,False,Amp/Cab/Guitar,Amp/Cab/Guitar,Amp/Cab/Guitar,Amp/Cab/Guitar
156,VST3: bx_megasingle (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_megasingle.vst3,VST3,Plugin Alliance,False,Amp/Cab/Guitar,Amp/Cab/Guitar,Amp/Cab/Guitar,Amp/Cab/Guitar
157,VST3: bx_metal2 (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_metal2.vst3,VST3,Plugin Alliance,False,Amp/Cab/Guitar,Amp/Cab/Guitar,Amp/Cab/Guitar,Amp/Cab/Guitar
158,VST3: bx_meter (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_meter.vst3,VST3,Plugin Alliance,False,Metering/Analysis,Metering/Analysis,Metering/Analysis,Metering/Analysis
159,VSTi: bx_oberhausen (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_oberhausen.dll,VSTI,Plugin Alliance,True,Instruments,Instruments,Instruments,Instruments
160,VST: bx_opto (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_opto.dll,VST,Plugin Alliance,False,Dynamics,Dynamics,Dynamics,Dynamics
161,VST3: bx_opto (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_opto.vst3,VST3,Plugin Alliance,False,Dynamics,Dynamics,Dynamics,Dynamics
162,VST3: bx_opto Pedal (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_opto Pedal.vst3,VST3,Plugin Alliance,False,Dynamics,Dynamics,Dynamics,Dynamics
163,VST: bx_panEQ (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_panEQ.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
164,VST: bx_refinement (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_refinement.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
165,VST: bx_refinement V3 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_refinement V3.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,EQ/Filter,EQ/Filter
166,VST: bx_rockergain100 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_rockergain100.dll,VST,Plugin Alliance,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
167,VST3: bx_rockrack V3 (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_rockrack V3.vst3,VST3,Plugin Alliance,False,Amp/Cab/Guitar,Amp/Cab/Guitar,Amp/Cab/Guitar,Amp/Cab/Guitar
168,VST: bx_rockrack V3 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_rockrack V3.dll,VST,Plugin Alliance,False,Amp/Cab/Guitar,Amp/Cab/Guitar,Amp/Cab/Guitar,Amp/Cab/Guitar
169,VST3: bx_rockrack V3 Player (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_rockrack V3 Player.vst3,VST3,Plugin Alliance,False,Amp/Cab/Guitar,Amp/Cab/Guitar,Amp/Cab/Guitar,Amp/Cab/Guitar
170,VST: bx_rooMS (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_rooMS.dll,VST,Plugin Alliance,False,Reverb,Reverb,Reverb,Reverb
171,VST: bx_saturator V2 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_saturator V2.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
172,VST3: bx_shredspread (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_shredspread.vst3,VST3,Plugin Alliance,False,Other/Unknown,Other/Unknown,Spatial/Imaging,Spatial/Imaging
173,VST3: bx_solo (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_solo.vst3,VST3,Plugin Alliance,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
174,VST: bx_stereomaker (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_stereomaker.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,Spatial/Imaging,Spatial/Imaging
175,VST3: bx_subfilter (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_subfilter.vst3,VST3,Plugin Alliance,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,EQ/Filter; MultiFX/ChannelStrip
176,VST: bx_subfilter (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_subfilter.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,EQ/Filter; MultiFX/ChannelStrip
177,VST: bx_subsynth (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_subsynth.dll,VST,Plugin Alliance,False,EQ/Filter,EQ/Filter; Saturation/Distortion,EQ/Filter,EQ/Filter; Saturation/Distortion
178,VST: bx_townhouse Buss Compressor (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_townhouse Buss Compressor.dll,VST,Plugin Alliance,False,Dynamics,Dynamics,MultiFX/ChannelStrip,Dynamics; MultiFX/ChannelStrip
179,VST3: bx_tuner (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_tuner.vst3,VST3,Plugin Alliance,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
180,VST: bx_XL V2 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_XL V2.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,Limiter/Clipper,Dynamics; Limiter/Clipper
181,VST: bx_XL V3 (Plugin Alliance),C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_XL V3.dll,VST,Plugin Alliance,False,Other/Unknown,Other/Unknown,Limiter/Clipper,Dynamics; Limiter/Clipper
182,VST3: bx_yellowdrive (Plugin Alliance),C:\Program Files\Common Files\VST3\bx_yellowdrive.vst3,VST3,Plugin Alliance,False,Saturation/Distortion,Saturation/Distortion; Amp/Cab/Guitar,Saturation/Distortion,Saturation/Distortion; Amp/Cab/Guitar
183,VST3: BYOD (chowdsp),C:\Program Files\Common Files\VST3\BYOD.vst3\Contents\x86_64-win\BYOD.vst3,VST3,chowdsp,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
184,VST: C5RawBuss (airwindows),C:\Program Files\Common Files\VST2\Airwindows\C5RawBuss64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
185,VST: C5RawChannel (airwindows),C:\Program Files\Common Files\VST2\Airwindows\C5RawChannel64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
186,VST: Cabs (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Cabs64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
187,VST: Calibre (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Calibre64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
188,VST: Cans (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Cans64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
189,VST: CansAW (airwindows),C:\Program Files\Common Files\VST2\Airwindows\CansAW64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
190,VST: Capacitor (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Capacitor64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
191,VST: Capacitor2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Capacitor264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
192,VST: Chamber (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Chamber64.dll,VST,airwindows,False,Reverb,Reverb,Reverb,Reverb
193,VST: Chamber2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Chamber264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
194,VST: Channel4 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Channel464.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
195,VST: Channel5 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Channel564.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
196,VST: Channel6 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Channel664.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
197,VST: Channel7 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Channel764.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
198,VST: Channel8 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Channel864.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
199,VST: Channel9 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Channel964.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
200,VST3: CHANNEV (AnalogObsession),C:\Program Files\Common Files\VST3\CHANNEV.vst3\Contents\x86_64-win\CHANNEV.vst3,VST3,AnalogObsession,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
201,VST: Chorus (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Chorus64.dll,VST,airwindows,False,Modulation,Modulation,Modulation,Modulation
202,VST: ChorusEnsemble (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ChorusEnsemble64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Modulation,Modulation
203,VST3: ChowCentaur (chowdsp),C:\Program Files\Common Files\VST3\ChowCentaur.vst3\Contents\x86_64-win\ChowCentaur.vst3,VST3,chowdsp,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
204,VST3i: ChowKick (chowdsp),C:\Program Files\Common Files\VST3\ChowKick.vst3\Contents\x86_64-win\ChowKick.vst3,VST3I,chowdsp,True,Instruments,Instruments,Instruments,Instruments
205,VST3: ChowMatrix (chowdsp),C:\Program Files\Common Files\VST3\ChowMatrix.vst3\Contents\x86_64-win\ChowMatrix.vst3,VST3,chowdsp,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
206,VST3: ChowMultiTool (chowdsp) (2->12ch),C:\Program Files\Common Files\VST3\ChowMultiTool.vst3\Contents\x86_64-win\ChowMultiTool.vst3,VST3,chowdsp,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
207,VST3: ChowPhaserMono (chowdsp),C:\Program Files\Common Files\VST3\ChowPhaserMono.vst3\Contents\x86_64-win\ChowPhaserMono.vst3,VST3,chowdsp,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
208,VST3: ChowPhaserStereo (chowdsp),C:\Program Files\Common Files\VST3\ChowPhaserStereo.vst3\Contents\x86_64-win\ChowPhaserStereo.vst3,VST3,chowdsp,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
209,VST3: CHOWTapeModel (chowdsp),C:\Program Files\Common Files\VST3\CHOWTapeModel.vst3\Contents\x86_64-win\CHOWTapeModel.vst3,VST3,chowdsp,False,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion,Saturation/Distortion
210,VST: ChromeOxide (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ChromeOxide64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
211,VST: Cider (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Cider64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
212,VST3: Clamp (Outobugi),C:\Program Files\Common Files\VST3\Clamp 2.2.0\Clamp.vst3,VST3,Outobugi,False,Other/Unknown,Other/Unknown,Limiter/Clipper,Dynamics; Limiter/Clipper
213,VST: ClearCoat (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ClearCoat64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
214,VST: ClipOnly (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ClipOnly64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Limiter/Clipper,Dynamics; Limiter/Clipper
215,VST: ClipOnly2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ClipOnly264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Limiter/Clipper,Dynamics; Limiter/Clipper
216,VST3: ClipShifter (LVC-Audio),C:\Program Files\Common Files\VST3\ClipShifter_x64.vst3,VST3,LVC-Audio,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
217,VST: ClipSoftly (airwindows),C:\Program Files\Common Files\VST2\Airwindows\ClipSoftly64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Limiter/Clipper,Dynamics; Limiter/Clipper
218,VST: CloudCoat (airwindows),C:\Program Files\Common Files\VST2\Airwindows\CloudCoat64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
219,VST3: Codec (Lese),C:\Program Files\Common Files\VST3\codec.vst3\Contents\x86_64-win\codec.vst3,VST3,Lese,False,LoFi/Degrade,LoFi/Degrade,LoFi/Degrade,LoFi/Degrade
220,VST3: CodeRedFree (Shattered Glass Audio),C:\Program Files\Common Files\VST3\CodeRedFree.vst3,VST3,Shattered Glass Audio,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
221,VST: CodeRedFree (Shattered Glass Audio),C:\Program Files\Common Files\VST3\CodeRedFree.dll,VST,Shattered Glass Audio,False,Utility/Routing,Utility/Routing,Utility/Routing,Utility/Routing
222,VST: Coils (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Coils64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
223,VST: Coils2 (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Coils264.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
224,VST: Cojones (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Cojones64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Saturation/Distortion,Saturation/Distortion
225,VST3: COMBOX (AnalogObsession),C:\Program Files\Common Files\VST3\COMBOX.vst3\Contents\x86_64-win\COMBOX.vst3,VST3,AnalogObsession,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip
226,VST: Compresaturator (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Compresaturator64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,Dynamics,Dynamics; Saturation/Distortion
227,VST: Console0Buss (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Console0Buss64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
228,VST: Console0Channel (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Console0Channel64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
229,VST: Console4Buss (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Console4Buss64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
230,VST: Console4Channel (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Console4Channel64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
231,VST: Console5Buss (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Console5Buss64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
232,VST: Console5Channel (airwindows),C:\Program Files\Common Files\VST2\Airwindows\Console5Channel64.dll,VST,airwindows,False,Other/Unknown,Other/Unknown,MultiFX/ChannelStrip,MultiFX/ChannelStrip; Saturation/Distortion
