fx_display,fx_ident,fx_type,base_name,loaded_ok,load_name_used,param_count
,C:\Program Files\Common Files\VST3\TripleCheese(x64).vst3,,,1,VST3i: TripleCheese (u-he),2174
,C:\Program Files\Common Files\VST3\TyrellN6(x64).vst3,,,1,VST3i: TyrellN6 (u-he),2178
,C:\Program Files\Common Files\VST3\Unfiltered Audio Battalion.vst3,,,1,VST3i: Unfiltered Audio Battalion (Plugin Alliance) (18 out),5309
,C:\Program Files\Common Files\VST3\Verv\Verv.vst3,,,1,VST3i: Verv (Puremagnetik),2094
,C:\Program Files\Common Files\VST3\Noise Engineering\Virt Vereor.vst3,,,1,VST3i: Virt Vereor (Noise Engineering),2211
,C:\Program Files\Common Files\VST3\Vital.vst3,,,1,VST3i: Vital (Vital Audio),2855
,C:\Program Files\Common Files\VST3\Voltage Modular\Voltage Modular.vst3,,,1,VST3i: Voltage Modular (Cherry Audio) (4->8ch),2212
,C:\Program Files\Common Files\VST3\ZebraHZ(x64).vst3,,,1,VST3i: ZebraHZ (u-he),3170
,C:\Program Files\Common Files\VST3\Zyklop.vst3,,,1,VST3i: Zyklop (Dawesome),2893
,C:\Program Files\Common Files\VST2\HBC-5.x64.dll,,,1,VST: 5.1 Hybrid Bus Compressor (Stige T.) (6ch),18
,C:\Program Files\Common Files\VST2\Airwindows\Acceleration64.dll,,,1,VST: Acceleration (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Acceleration264.dll,,,1,VST: Acceleration2 (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\ADClip764.dll,,,1,VST: ADClip7 (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\ADClip864.dll,,,1,VST: ADClip8 (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\ADT64.dll,,,1,VST: ADT (airwindows),9
,C:\Program Files\Common Files\VST2\Airwindows\Air64.dll,,,1,VST: Air (airwindows),9
,C:\Program Files\Common Files\VST2\Airwindows\Air264.dll,,,1,VST: Air2 (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\Air364.dll,,,1,VST: Air3 (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Air464.dll,,,1,VST: Air4 (airwindows),7
,C:\Program Files\Steinberg\VSTPlugins\Ambience.dll,,,1,VST: Ambience (x86) (Magnus @ Smartelectron:x),24
,C:\Program Files\Common Files\VST2\Airwindows\AngleEQ64.dll,,,1,VST: AngleEQ (airwindows),11
,C:\Program Files\Common Files\VST2\Airwindows\Apicolypse64.dll,,,1,VST: Apicolypse (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\AQuickVoiceClip64.dll,,,1,VST: AQuickVoiceClip (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\AtmosphereBuss64.dll,,,1,VST: AtmosphereBuss (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\AtmosphereChannel64.dll,,,1,VST: AtmosphereChannel (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Aura64.dll,,,1,VST: Aura (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\AutoPan64.dll,,,1,VST: AutoPan (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\Average64.dll,,,1,VST: Average (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\AverMatrix64.dll,,,1,VST: AverMatrix (airwindows),6
,C:\Program Files\VSTPlugins\Acon Digital\Backmask.dll,,,1,VST: Backmask (Freakshow Industries),13
,C:\Program Files\Common Files\VST2\Airwindows\Balanced64.dll,,,1,VST: Balanced (airwindows),4
,C:\Program Files\Steinberg\VSTPlugins\Boz Digital Labs\Bark of Dog 3.dll,,,1,VST: Bark of Dog 3 (Boz Digital Labs),11
,C:\Program Files\Common Files\VST2\Airwindows\BassAmp64.dll,,,1,VST: BassAmp (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\BassDrive64.dll,,,1,VST: BassDrive (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\BassKit64.dll,,,1,VST: BassKit (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\Baxandall64.dll,,,1,VST: Baxandall (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\Baxandall264.dll,,,1,VST: Baxandall2 (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Beam64.dll,,,1,VST: Beam (airwindows),6
,C:\Program Files (x86)\Steinberg\VSTPlugins\Beat Slammer.dll,,,1,VST: Beat Slammer (x86) (BABY Audio),8
,C:\Program Files\Common Files\VST2\Airwindows\BezEQ64.dll,,,1,VST: BezEQ (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\BigAmp64.dll,,,1,VST: BigAmp (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\Biquad64.dll,,,1,VST: Biquad (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\Biquad264.dll,,,1,VST: Biquad2 (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\BiquadDouble64.dll,,,1,VST: BiquadDouble (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\BiquadHiLo64.dll,,,1,VST: BiquadHiLo (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\BiquadNonLin64.dll,,,1,VST: BiquadNonLin (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\BiquadOneHalf64.dll,,,1,VST: BiquadOneHalf (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\BiquadPlus64.dll,,,1,VST: BiquadPlus (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\BiquadStack64.dll,,,1,VST: BiquadStack (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\BiquadTriple64.dll,,,1,VST: BiquadTriple (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\Bite64.dll,,,1,VST: Bite (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\BitGlitter64.dll,,,1,VST: BitGlitter (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\BitShiftGain64.dll,,,1,VST: BitShiftGain (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\BitShiftPan64.dll,,,1,VST: BitShiftPan (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\BlockParty64.dll,,,1,VST: BlockParty (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\BrassRider64.dll,,,1,VST: BrassRider (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\BrightAmbience64.dll,,,1,VST: BrightAmbience (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\BrightAmbience264.dll,,,1,VST: BrightAmbience2 (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\BrightAmbience364.dll,,,1,VST: BrightAmbience3 (airwindows),7
,C:\Program Files (x86)\Steinberg\VSTPlugins\dfx Buffer Override.dll,,,1,VST: Buffer Override (Destroy FX),24
,C:\Program Files\Common Files\VST2\Airwindows\BuildATPDF64.dll,,,1,VST: BuildATPDF (airwindows),13
,C:\Program Files\Common Files\VST2\Airwindows\BussColors464.dll,,,1,VST: BussColors4 (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\ButterComp64.dll,,,1,VST: ButterComp (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\ButterComp264.dll,,,1,VST: ButterComp2 (airwindows),6
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_2098 EQ.dll,,,1,VST: bx_2098 EQ (Plugin Alliance),78
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_aura.dll,,,1,VST: bx_aura (Plugin Alliance),40
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_bassdude.dll,,,1,VST: bx_bassdude (Plugin Alliance),32
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_boom V3.dll,,,1,VST: bx_boom V3 (Plugin Alliance),15
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_cleansweep Pro.dll,,,1,VST: bx_cleansweep Pro (Plugin Alliance),18
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_clipper.dll,,,1,VST: bx_clipper (Plugin Alliance),31
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_console AMEK 200.dll,,,1,VST: bx_console AMEK 200 (Plugin Alliance),83
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_console AMEK 9099.dll,,,1,VST: bx_console AMEK 9099 (Plugin Alliance),87
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_console Focusrite SC.dll,,,1,VST: bx_console Focusrite SC (Plugin Alliance),69
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_console N.dll,,,1,VST: bx_console N (Plugin Alliance),57
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_console SSL 4000 E.dll,,,1,VST: bx_console SSL 4000 E (Plugin Alliance),56
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_console SSL 4000 G.dll,,,1,VST: bx_console SSL 4000 G (Plugin Alliance),58
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_console SSL 9000 J.dll,,,1,VST: bx_console SSL 9000 J (Plugin Alliance),60
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_control V2.dll,,,1,VST: bx_control V2 (Plugin Alliance),31
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_crispyscale.dll,,,1,VST: bx_crispyscale (Plugin Alliance),2084
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_crispytuner.dll,,,1,VST: bx_crispytuner (Plugin Alliance),2101
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_delay2500.dll,,,1,VST: bx_delay2500 (Plugin Alliance),57
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_digital V3.dll,,,1,VST: bx_digital V3 (Plugin Alliance),129
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_digital V3 mix.dll,,,1,VST: bx_digital V3 mix (Plugin Alliance),55
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_dynEQ V2.dll,,,1,VST: bx_dynEQ V2 (Plugin Alliance),67
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_dynEQ V2 Mono.dll,,,1,VST: bx_dynEQ V2 Mono (Plugin Alliance),26
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_enhancer.dll,,,1,VST: bx_enhancer (Plugin Alliance),30
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_glue.dll,,,1,VST: bx_glue (Plugin Alliance) (16->8ch),33
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_hybrid V2.dll,,,1,VST: bx_hybrid V2 (Plugin Alliance),106
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_hybrid V2 mix.dll,,,1,VST: bx_hybrid V2 mix (Plugin Alliance),44
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_limiter.dll,,,1,VST: bx_limiter (Plugin Alliance) (8ch),13
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_limiter True Peak.dll,,,1,VST: bx_limiter True Peak (Plugin Alliance) (8ch),24
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_masterdesk.dll,,,1,VST: bx_masterdesk (Plugin Alliance),26
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_masterdesk Pro.dll,,,1,VST: bx_masterdesk Pro (Plugin Alliance),60
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_masterdesk True Peak.dll,,,1,VST: bx_masterdesk True Peak (Plugin Alliance),28
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_megadual.dll,,,1,VST: bx_megadual (Plugin Alliance),50
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_opto.dll,,,1,VST: bx_opto (Plugin Alliance),12
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_panEQ.dll,,,1,VST: bx_panEQ (Plugin Alliance),27
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_refinement.dll,,,1,VST: bx_refinement (Plugin Alliance),19
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_refinement V3.dll,,,1,VST: bx_refinement V3 (Plugin Alliance),28
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_rockergain100.dll,,,1,VST: bx_rockergain100 (Plugin Alliance),34
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_rockrack V3.dll,,,1,VST: bx_rockrack V3 (Plugin Alliance),84
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_rooMS.dll,,,1,VST: bx_rooMS (Plugin Alliance),48
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_saturator V2.dll,,,1,VST: bx_saturator V2 (Plugin Alliance),49
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_stereomaker.dll,,,1,VST: bx_stereomaker (Plugin Alliance),20
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_subfilter.dll,,,1,VST: bx_subfilter (Plugin Alliance),10
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_subsynth.dll,,,1,VST: bx_subsynth (Plugin Alliance),26
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_townhouse Buss Compressor.dll,,,1,VST: bx_townhouse Buss Compressor (Plugin Alliance),17
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_XL V2.dll,,,1,VST: bx_XL V2 (Plugin Alliance),61
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\bx_XL V3.dll,,,1,VST: bx_XL V3 (Plugin Alliance),65
,C:\Program Files\Common Files\VST2\Airwindows\C5RawBuss64.dll,,,1,VST: C5RawBuss (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\C5RawChannel64.dll,,,1,VST: C5RawChannel (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Cabs64.dll,,,1,VST: Cabs (airwindows),9
,C:\Program Files\Common Files\VST2\Airwindows\Calibre64.dll,,,1,VST: Calibre (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\Cans64.dll,,,1,VST: Cans (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\CansAW64.dll,,,1,VST: CansAW (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Capacitor64.dll,,,1,VST: Capacitor (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\Capacitor264.dll,,,1,VST: Capacitor2 (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\Chamber64.dll,,,1,VST: Chamber (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\Chamber264.dll,,,1,VST: Chamber2 (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\Channel464.dll,,,1,VST: Channel4 (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Channel664.dll,,,1,VST: Channel6 (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\Channel764.dll,,,1,VST: Channel7 (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\Channel864.dll,,,1,VST: Channel8 (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\Channel964.dll,,,1,VST: Channel9 (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\Chorus64.dll,,,1,VST: Chorus (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\ChorusEnsemble64.dll,,,1,VST: ChorusEnsemble (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\ChromeOxide64.dll,,,1,VST: ChromeOxide (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Cider64.dll,,,1,VST: Cider (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\ClearCoat64.dll,,,1,VST: ClearCoat (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\ClipOnly64.dll,,,1,VST: ClipOnly (airwindows),3
,C:\Program Files\Common Files\VST2\Airwindows\ClipOnly264.dll,,,1,VST: ClipOnly2 (airwindows),3
,C:\Program Files\Common Files\VST2\Airwindows\ClipSoftly64.dll,,,1,VST: ClipSoftly (airwindows),3
,C:\Program Files\Common Files\VST2\Airwindows\CloudCoat64.dll,,,1,VST: CloudCoat (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\Coils64.dll,,,1,VST: Coils (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\Coils264.dll,,,1,VST: Coils2 (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\Cojones64.dll,,,1,VST: Cojones (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\Compresaturator64.dll,,,1,VST: Compresaturator (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\Console0Buss64.dll,,,1,VST: Console0Buss (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Console0Channel64.dll,,,1,VST: Console0Channel (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Console4Buss64.dll,,,1,VST: Console4Buss (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console4Channel64.dll,,,1,VST: Console4Channel (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console5Buss64.dll,,,1,VST: Console5Buss (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console5Channel64.dll,,,1,VST: Console5Channel (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console5DarkCh64.dll,,,1,VST: Console5DarkCh (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console6Buss64.dll,,,1,VST: Console6Buss (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console6Channel64.dll,,,1,VST: Console6Channel (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console7Buss64.dll,,,1,VST: Console7Buss (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console7Cascade64.dll,,,1,VST: Console7Cascade (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console7Channel64.dll,,,1,VST: Console7Channel (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console7Crunch64.dll,,,1,VST: Console7Crunch (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console8BussHype64.dll,,,1,VST: Console8BussHype (airwindows),3
,C:\Program Files\Common Files\VST2\Airwindows\Console8BussIn64.dll,,,1,VST: Console8BussIn (airwindows),3
,C:\Program Files\Common Files\VST2\Airwindows\Console8BussOut64.dll,,,1,VST: Console8BussOut (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console8ChannelHype64.dll,,,1,VST: Console8ChannelHype (airwindows),3
,C:\Program Files\Common Files\VST2\Airwindows\Console8ChannelIn64.dll,,,1,VST: Console8ChannelIn (airwindows),3
,C:\Program Files\Common Files\VST2\Airwindows\Console8ChannelOut64.dll,,,1,VST: Console8ChannelOut (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console8LiteBuss64.dll,,,1,VST: Console8LiteBuss (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console8LiteChannel64.dll,,,1,VST: Console8LiteChannel (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console8SubHype64.dll,,,1,VST: Console8SubHype (airwindows),3
,C:\Program Files\Common Files\VST2\Airwindows\Console8SubIn64.dll,,,1,VST: Console8SubIn (airwindows),3
,C:\Program Files\Common Files\VST2\Airwindows\Console8SubOut64.dll,,,1,VST: Console8SubOut (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\Console9Buss64.dll,,,1,VST: Console9Buss (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Console9Channel64.dll,,,1,VST: Console9Channel (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\ConsoleLABuss64.dll,,,1,VST: ConsoleLABuss (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\ConsoleLAChannel64.dll,,,1,VST: ConsoleLAChannel (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\ConsoleMCBuss64.dll,,,1,VST: ConsoleMCBuss (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\ConsoleMCChannel64.dll,,,1,VST: ConsoleMCChannel (airwindows),9
,C:\Program Files\Common Files\VST2\Airwindows\ConsoleMDBuss64.dll,,,1,VST: ConsoleMDBuss (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\ConsoleMDChannel64.dll,,,1,VST: ConsoleMDChannel (airwindows),9
,C:\Program Files\Common Files\VST2\Airwindows\ConsoleXBuss64.dll,,,1,VST: ConsoleXBuss (airwindows),40
,C:\Program Files\Common Files\VST2\Airwindows\ConsoleXChannel64.dll,,,1,VST: ConsoleXChannel (airwindows),40
,C:\Program Files\Common Files\VST2\Airwindows\ConsoleXPre64.dll,,,1,VST: ConsoleXPre (airwindows),40
,C:\Program Files\Common Files\VST2\Airwindows\ContentHideD64.dll,,,1,VST: ContentHideD (airwindows),3
,C:\Program Files (x86)\VST PlugIns\Convoluter.dll,,,1,VST: Convoluter v1.5 (AnarchySoundSoftware),5
,C:\Program Files (x86)\VST PlugIns\Corkscrew.dll,,,1,VST: Corkscrew v1.5 (AnarchySoundSoftware),12
,C:\Program Files\Common Files\VST2\Airwindows\CreamCoat64.dll,,,1,VST: CreamCoat (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\Creature64.dll,,,1,VST: Creature (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\CrickBass64.dll,,,1,VST: CrickBass (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\CrunchCoat64.dll,,,1,VST: CrunchCoat (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\CrunchyGrooveWear64.dll,,,1,VST: CrunchyGrooveWear (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Crystal64.dll,,,1,VST: Crystal (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\CStrip64.dll,,,1,VST: CStrip (airwindows),15
,C:\Program Files\Common Files\VST2\Airwindows\CStrip264.dll,,,1,VST: CStrip2 (airwindows),13
,C:\Program Files\Common Files\VST2\Airwindows\curve64.dll,,,1,VST: curve (airwindows),3
,C:\Program Files (x86)\Steinberg\VSTPlugins\Danaides.dll,,,1,VST: Danaides (x86) (Inear_Display),88
,C:\Program Files\Common Files\VST2\Airwindows\Dark64.dll,,,1,VST: Dark (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\DarkNoise64.dll,,,1,VST: DarkNoise (airwindows),7
,C:\Program Files (x86)\Steinberg\VSTPlugins\dblue_Crusher.dll,,,1,VST: dblue Crusher (x86) (dblue),9
,C:\Program Files (x86)\Steinberg\VSTPlugins\dblue_Glitch_v1_3.dll,,,1,VST: dblue Glitch v1.3 (x86) (dblue),150
,C:\Program Files (x86)\Steinberg\VSTPlugins\dblue_Stretch.dll,,,1,VST: dblue Stretch v1.1 (x86) (dblue),10
,C:\Program Files (x86)\Steinberg\VSTPlugins\dblue_TapeStop.dll,,,1,VST: dblue.TapeStop (x86) (dblue),6
,C:\Program Files\Common Files\VST2\Airwindows\DCVoltage64.dll,,,1,VST: DCVoltage (airwindows),4
,C:\Program Files\Common Files\VST2\DD Channel.dll,,,1,VST: DD Channel (Dead Duck Software),38
,C:\Program Files\Common Files\VST2\Airwindows\DeBess64.dll,,,1,VST: DeBess (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\Deckwrecka64.dll,,,1,VST: Deckwrecka (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\DeEss64.dll,,,1,VST: DeEss (airwindows),6
,C:\Program Files\Common Files\VST2\Voxengo\Deft Compressor.dll,,,1,VST: Deft Compressor (Voxengo) (8ch),41
,C:\Program Files\Common Files\VST2\Airwindows\DeHiss64.dll,,,1,VST: DeHiss (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Density64.dll,,,1,VST: Density (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\Density264.dll,,,1,VST: Density2 (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\DeRez64.dll,,,1,VST: DeRez (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\DeRez264.dll,,,1,VST: DeRez2 (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\DeRez364.dll,,,1,VST: DeRez3 (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\Desk64.dll,,,1,VST: Desk (airwindows),3
,C:\Program Files\Common Files\VST2\Airwindows\Desk464.dll,,,1,VST: Desk4 (airwindows),9
,C:\Program Files\Common Files\VST2\Airwindows\DigitalBlack64.dll,,,1,VST: DigitalBlack (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Dirt64.dll,,,1,VST: Dirt (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\Discontinuity64.dll,,,1,VST: Discontinuity (airwindows),4
,C:\Program Files\Steinberg\VSTPlugins\Audio Damage\Discord 3.dll,,,1,"VST: Discord 3 (Audio Damage, Inc.)",44
,C:\Program Files\Common Files\VST2\Airwindows\Disintegrate64.dll,,,1,VST: Disintegrate (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\Distance64.dll,,,1,VST: Distance (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Distance264.dll,,,1,VST: Distance2 (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\Distance364.dll,,,1,VST: Distance3 (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\Distortion64.dll,,,1,VST: Distortion (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\Ditherbox64.dll,,,1,VST: Ditherbox (airwindows),4
,C:\Program Files\Common Files\VST2\Airwindows\DitherFloat64.dll,,,1,VST: DitherFloat (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\DitherMeDiskers64.dll,,,1,VST: DitherMeDiskers (airwindows),3
,C:\Program Files\Common Files\VST2\Airwindows\DitherMeTimbers64.dll,,,1,VST: DitherMeTimbers (airwindows),3
,C:\Program Files\Common Files\VST2\Imaginando\DLYM.dll,,,1,VST: DLYM (Imaginando),21
,C:\Program Files\Common Files\VST2\Airwindows\Doublelay64.dll,,,1,VST: Doublelay (airwindows),8
,C:\Program Files\Common Files\VST2\Airwindows\Drive64.dll,,,1,VST: Drive (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\DrumSlam64.dll,,,1,VST: DrumSlam (airwindows),6
,C:\Program Files\Steinberg\VSTPlugins\Plugin Alliance\DS Tantra 2.dll,,,1,VST: DS Tantra 2 (Plugin Alliance),304
,C:\Program Files\Steinberg\VSTPlugins\DtBlkFx-x64\DtBlkFx.dll,,,1,VST: DTBlkFxS (darrell),47
,C:\Program Files\Common Files\VST2\Airwindows\DubCenter64.dll,,,1,VST: DubCenter (airwindows),13
,C:\Program Files\Common Files\VST2\Airwindows\Dubly64.dll,,,1,VST: Dubly (airwindows),5
,C:\Program Files\Common Files\VST2\Airwindows\Dubly264.dll,,,1,VST: Dubly2 (airwindows),10
,C:\Program Files\Common Files\VST2\Airwindows\Dubly364.dll,,,1,VST: Dubly3 (airwindows),7
,C:\Program Files\Common Files\VST2\Airwindows\DubPlate64.dll,,,1,VST: DubPlate (airwindows),3
,C:\Program Files\Common Files\VST2\Airwindows\DubPlate264.dll,,,1,VST: DubPlate2 (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\DubSub64.dll,,,1,VST: DubSub (airwindows),13
,C:\Program Files\Common Files\VST2\Airwindows\DubSub264.dll,,,1,VST: DubSub2 (airwindows),6
,C:\Program Files\Common Files\VST2\Airwindows\DustBunny64.dll,,,1,VST: DustBunny (airwindows),4
